jv.dat Applied Voltage,jv.dat Current density
0.00000000e+00,-1.42743100e+02
2.00000000e-02,-1.39068600e+02
4.00000000e-02,-1.36911600e+02
6.00000000e-02,-1.34655800e+02
8.00000000e-02,-1.32313000e+02
1.00000000e-01,-1.29897200e+02
1.20000000e-01,-1.27421200e+02
1.40000000e-01,-1.24897100e+02
1.60000000e-01,-1.22333800e+02
1.80000000e-01,-1.19736200e+02
2.00000000e-01,-1.17107400e+02
2.20000000e-01,-1.14448400e+02
2.40000000e-01,-1.11763800e+02
2.60000000e-01,-1.09056800e+02
2.80000000e-01,-1.06335100e+02
3.00000000e-01,-1.03604700e+02
3.20000000e-01,-1.00867700e+02
3.40000000e-01,-9.81205200e+01
3.60000000e-01,-9.53443900e+01
3.80000000e-01,-9.25033200e+01
4.00000000e-01,-8.95347100e+01
4.20000000e-01,-8.63366900e+01
4.40000000e-01,-8.27485600e+01
4.60000000e-01,-7.85029500e+01
4.80000000e-01,-7.31424500e+01
5.00000000e-01,-6.58270400e+01
5.20000000e-01,-5.49819600e+01
5.40000000e-01,-3.75938900e+01
5.60000000e-01,-7.89734100e+00
5.80000000e-01,4.52012500e+01
6.00000000e-01,1.43135900e+02
6.20000000e-01,3.27572900e+02
6.40000000e-01,6.79971300e+02
6.60000000e-01,1.36045400e+03
6.80000000e-01,2.68531300e+03
7.00000000e-01,5.28181500e+03
7.20000000e-01,1.03971700e+04
7.40000000e-01,2.05118100e+04
7.60000000e-01,4.05386500e+04
7.80000000e-01,8.00912800e+04
8.00000000e-01,1.57482000e+05
8.20000000e-01,3.05776900e+05
8.40000000e-01,5.79043400e+05
8.60000000e-01,1.05153100e+06
