jv.dat Applied Voltage,jv.dat Current density
0.00000000e+00,-1.37142800e+02
2.00000000e-02,-1.33129200e+02
4.00000000e-02,-1.30956600e+02
6.00000000e-02,-1.28744000e+02
8.00000000e-02,-1.26494200e+02
1.00000000e-01,-1.24212100e+02
1.20000000e-01,-1.21901500e+02
1.40000000e-01,-1.19567300e+02
1.60000000e-01,-1.17212300e+02
1.80000000e-01,-1.14839100e+02
2.00000000e-01,-1.12449600e+02
2.20000000e-01,-1.10043500e+02
2.40000000e-01,-1.07617800e+02
2.60000000e-01,-1.05170000e+02
2.80000000e-01,-1.02691200e+02
3.00000000e-01,-1.00181300e+02
3.20000000e-01,-9.76019400e+01
3.40000000e-01,-9.49595300e+01
3.60000000e-01,-9.22215400e+01
3.80000000e-01,-8.93567400e+01
4.00000000e-01,-8.63124600e+01
4.20000000e-01,-8.30079800e+01
4.40000000e-01,-7.93125200e+01
4.60000000e-01,-7.50177500e+01
4.80000000e-01,-6.97696800e+01
5.00000000e-01,-6.29116600e+01
5.20000000e-01,-5.31950600e+01
5.40000000e-01,-3.82274000e+01
5.60000000e-01,-1.34526400e+01
5.80000000e-01,2.98268300e+01
6.00000000e-01,1.08301500e+02
6.20000000e-01,2.54212900e+02
6.40000000e-01,5.30267600e+02
6.60000000e-01,1.05918800e+03
6.80000000e-01,2.08247600e+03
7.00000000e-01,4.07757500e+03
7.20000000e-01,7.99161500e+03
7.40000000e-01,1.57063000e+04
7.60000000e-01,3.09529000e+04
7.80000000e-01,6.10682200e+04
8.00000000e-01,1.20179700e+05
8.20000000e-01,2.34295800e+05
8.40000000e-01,4.47218300e+05
8.60000000e-01,8.21504400e+05
8.80000000e-01,1.42397400e+06
