charge\_tot.csv Applied Voltage,charge\_tot.csv Total charge density
0.00000000e+00,6.33478300e+22
2.00000000e-02,6.15164000e+22
4.00000000e-02,6.11415100e+22
6.00000000e-02,6.07609500e+22
8.00000000e-02,6.03761700e+22
1.00000000e-01,5.99884900e+22
1.20000000e-01,5.95992400e+22
1.40000000e-01,5.92101100e+22
1.60000000e-01,5.88233000e+22
1.80000000e-01,5.84416900e+22
2.00000000e-01,5.80687900e+22
2.20000000e-01,5.77087200e+22
2.40000000e-01,5.73661600e+22
2.60000000e-01,5.70463800e+22
2.80000000e-01,5.67554400e+22
3.00000000e-01,5.65003100e+22
3.20000000e-01,5.62888500e+22
3.40000000e-01,5.61292400e+22
3.60000000e-01,5.60291000e+22
3.80000000e-01,5.59966700e+22
4.00000000e-01,5.60452900e+22
4.20000000e-01,5.61951500e+22
4.40000000e-01,5.64687600e+22
4.60000000e-01,5.68868300e+22
4.80000000e-01,5.74655700e+22
5.00000000e-01,5.82145200e+22
5.20000000e-01,5.91354000e+22
5.40000000e-01,6.02227300e+22
5.60000000e-01,6.14658000e+22
5.80000000e-01,6.28512300e+22
6.00000000e-01,6.43653900e+22
6.20000000e-01,6.59964400e+22
6.40000000e-01,6.77360500e+22
6.60000000e-01,6.95806200e+22
6.80000000e-01,7.15319600e+22
7.00000000e-01,7.35974600e+22
7.20000000e-01,7.57903900e+22
7.40000000e-01,7.81316300e+22
7.60000000e-01,8.06544600e+22
7.80000000e-01,8.34153800e+22
8.00000000e-01,8.65128300e+22
8.20000000e-01,9.01121500e+22
8.40000000e-01,9.44735900e+22
8.60000000e-01,9.99854200e+22
8.80000000e-01,1.07207100e+23
