charge\_tot.csv Applied Voltage,charge\_tot.csv Total charge density
0.00000000e+00,5.67533700e+22
2.00000000e-02,5.65093500e+22
4.00000000e-02,5.66497400e+22
6.00000000e-02,5.67968100e+22
8.00000000e-02,5.69483600e+22
1.00000000e-01,5.71004500e+22
1.20000000e-01,5.72482500e+22
1.40000000e-01,5.73864500e+22
1.60000000e-01,5.75100900e+22
1.80000000e-01,5.76153600e+22
2.00000000e-01,5.77005800e+22
2.20000000e-01,5.77667500e+22
2.40000000e-01,5.78174500e+22
2.60000000e-01,5.78583500e+22
2.80000000e-01,5.78965100e+22
3.00000000e-01,5.79399400e+22
3.20000000e-01,5.79973800e+22
3.40000000e-01,5.80783500e+22
3.60000000e-01,5.81935100e+22
3.80000000e-01,5.83550500e+22
4.00000000e-01,5.85773200e+22
4.20000000e-01,5.88770700e+22
4.40000000e-01,5.92730700e+22
4.60000000e-01,5.97844200e+22
4.80000000e-01,6.04277600e+22
5.00000000e-01,6.12143000e+22
5.20000000e-01,6.21483000e+22
5.40000000e-01,6.32275900e+22
5.60000000e-01,6.44455600e+22
5.80000000e-01,6.57934400e+22
6.00000000e-01,6.72622100e+22
6.20000000e-01,6.88438500e+22
6.40000000e-01,7.05322400e+22
6.60000000e-01,7.23237200e+22
6.80000000e-01,7.42176100e+22
7.00000000e-01,7.62167600e+22
7.20000000e-01,7.83280100e+22
7.40000000e-01,8.05628500e+22
7.60000000e-01,8.29387700e+22
7.80000000e-01,8.54827100e+22
8.00000000e-01,8.82359200e+22
8.20000000e-01,9.12485100e+22
8.40000000e-01,9.45454100e+22
8.60000000e-01,9.80676900e+22
8.80000000e-01,1.01638800e+23
