jv.dat Applied Voltage,jv.dat Current density
0.00000000e+00,-1.34105500e+02
2.00000000e-02,-1.32606700e+02
4.00000000e-02,-1.31036900e+02
6.00000000e-02,-1.29378000e+02
8.00000000e-02,-1.27618400e+02
1.00000000e-01,-1.25753400e+02
1.20000000e-01,-1.23791800e+02
1.40000000e-01,-1.21747900e+02
1.60000000e-01,-1.19644800e+02
1.80000000e-01,-1.17504800e+02
2.00000000e-01,-1.15346500e+02
2.20000000e-01,-1.13185400e+02
2.40000000e-01,-1.11031200e+02
2.60000000e-01,-1.08888400e+02
2.80000000e-01,-1.06754100e+02
3.00000000e-01,-1.04617200e+02
3.20000000e-01,-1.02462300e+02
3.40000000e-01,-1.00259800e+02
3.60000000e-01,-9.79718000e+01
3.80000000e-01,-9.55450800e+01
4.00000000e-01,-9.29030000e+01
4.20000000e-01,-8.99367100e+01
4.40000000e-01,-8.64793300e+01
4.60000000e-01,-8.22694900e+01
4.80000000e-01,-7.68828300e+01
5.00000000e-01,-6.95733800e+01
5.20000000e-01,-5.89460000e+01
5.40000000e-01,-4.23233900e+01
5.60000000e-01,-1.45509000e+01
5.80000000e-01,3.42940000e+01
6.00000000e-01,1.23344000e+02
6.20000000e-01,2.89692900e+02
6.40000000e-01,6.05673700e+02
6.60000000e-01,1.21314800e+03
6.80000000e-01,2.39174300e+03
7.00000000e-01,4.69484500e+03
7.20000000e-01,9.22027300e+03
7.40000000e-01,1.81457400e+04
7.60000000e-01,3.57714700e+04
7.80000000e-01,7.04798600e+04
8.00000000e-01,1.38148700e+05
8.20000000e-01,2.67159500e+05
8.40000000e-01,5.02968000e+05
8.60000000e-01,9.05441900e+05
8.80000000e-01,1.53076200e+06
