charge\_tot.csv Applied Voltage,charge\_tot.csv Total charge density
0.00000000e+00,5.35513000e+22
2.00000000e-02,5.35284200e+22
4.00000000e-02,5.35113100e+22
6.00000000e-02,5.34998300e+22
8.00000000e-02,5.34948700e+22
1.00000000e-01,5.34973300e+22
1.20000000e-01,5.35080300e+22
1.40000000e-01,5.35276800e+22
1.60000000e-01,5.35568600e+22
1.80000000e-01,5.35960900e+22
2.00000000e-01,5.36459100e+22
2.20000000e-01,5.37070100e+22
2.40000000e-01,5.37804100e+22
2.60000000e-01,5.38676600e+22
2.80000000e-01,5.39710200e+22
3.00000000e-01,5.40936000e+22
3.20000000e-01,5.42395200e+22
3.40000000e-01,5.44140900e+22
3.60000000e-01,5.46241900e+22
3.80000000e-01,5.48788700e+22
4.00000000e-01,5.51900300e+22
4.20000000e-01,5.55729300e+22
4.40000000e-01,5.60458200e+22
4.60000000e-01,5.66280600e+22
4.80000000e-01,5.73370300e+22
5.00000000e-01,5.81849000e+22
5.20000000e-01,5.91770200e+22
5.40000000e-01,6.03123900e+22
5.60000000e-01,6.15856100e+22
5.80000000e-01,6.29891400e+22
6.00000000e-01,6.45151100e+22
6.20000000e-01,6.61565000e+22
6.40000000e-01,6.79078700e+22
6.60000000e-01,6.97659100e+22
6.80000000e-01,7.17300300e+22
7.00000000e-01,7.38036000e+22
7.20000000e-01,7.59962700e+22
7.40000000e-01,7.83284500e+22
7.60000000e-01,8.08385800e+22
7.80000000e-01,8.35915000e+22
8.00000000e-01,8.66783400e+22
8.20000000e-01,9.01889400e+22
8.40000000e-01,9.41461100e+22
8.60000000e-01,9.84339000e+22
8.80000000e-01,1.02796700e+23
