jv.dat Applied Voltage,jv.dat Current density
0.00000000e+00,-1.13009600e+02
2.00000000e-02,4.00795600e+01
4.00000000e-02,2.96341000e+01
6.00000000e-02,1.69386100e+01
8.00000000e-02,2.50804100e+00
1.00000000e-01,-1.31444500e+01
1.20000000e-01,-2.92387600e+01
1.40000000e-01,-4.47973600e+01
1.60000000e-01,-5.87720200e+01
1.80000000e-01,-7.02280800e+01
2.00000000e-01,-1.03732100e+02
2.20000000e-01,-8.36573000e+01
2.40000000e-01,-8.59454800e+01
2.60000000e-01,-8.61283800e+01
2.80000000e-01,-8.49934300e+01
3.00000000e-01,-8.34105300e+01
3.20000000e-01,-8.12197200e+01
3.40000000e-01,-7.91666800e+01
3.60000000e-01,-7.70933800e+01
3.80000000e-01,-7.50140700e+01
4.00000000e-01,-7.28886100e+01
4.20000000e-01,-7.07323400e+01
4.40000000e-01,-6.85375600e+01
4.60000000e-01,-6.63025700e+01
4.80000000e-01,-6.40261000e+01
5.00000000e-01,-6.17101200e+01
5.20000000e-01,-5.93548900e+01
5.40000000e-01,-5.69564100e+01
5.60000000e-01,-5.51102400e+01
5.80000000e-01,-5.20200800e+01
6.00000000e-01,-4.94743000e+01
6.20000000e-01,-4.68689300e+01
6.40000000e-01,-4.41919000e+01
6.60000000e-01,-4.14350900e+01
6.80000000e-01,-3.85801400e+01
7.00000000e-01,-3.55973600e+01
7.20000000e-01,-3.24323400e+01
7.40000000e-01,-2.89874900e+01
7.60000000e-01,-2.50704200e+01
7.80000000e-01,-2.02969300e+01
8.00000000e-01,-1.38907500e+01
8.20000000e-01,-4.28362700e+00
8.40000000e-01,1.17837900e+01
8.60000000e-01,4.10931400e+01
8.80000000e-01,9.80021400e+01
9.00000000e-01,2.13074300e+02
9.20000000e-01,4.51678500e+02
9.40000000e-01,9.53965100e+02
9.60000000e-01,2.02082400e+03
9.80000000e-01,4.29906900e+03
1.00000000e+00,9.18129500e+03
1.02000000e+00,1.96706000e+04
1.04000000e+00,4.22515400e+04
1.06000000e+00,9.09402300e+04
1.08000000e+00,1.96044000e+05
1.10000000e+00,4.23104300e+05
1.12000000e+00,9.13768400e+05
1.14000000e+00,1.97361800e+06
