iv.csv Applied Voltage,iv.csv Current
0.00000000e+00,-1.77514600e-12
2.00000000e-02,-1.73231900e-12
4.00000000e-02,-1.70067600e-12
6.00000000e-02,-1.66743400e-12
8.00000000e-02,-1.63246200e-12
1.00000000e-01,-1.59572600e-12
1.20000000e-01,-1.55730000e-12
1.40000000e-01,-1.51733600e-12
1.60000000e-01,-1.47601500e-12
1.80000000e-01,-1.43350000e-12
2.00000000e-01,-1.38994800e-12
2.20000000e-01,-1.34544600e-12
2.40000000e-01,-1.30005400e-12
2.60000000e-01,-1.25380800e-12
2.80000000e-01,-1.20674100e-12
3.00000000e-01,-1.15887600e-12
3.20000000e-01,-1.11020500e-12
3.40000000e-01,-1.06062400e-12
3.60000000e-01,-1.00983400e-12
3.80000000e-01,-9.57292700e-13
4.00000000e-01,-9.02138200e-13
4.20000000e-01,-8.43214000e-13
4.40000000e-01,-7.79114400e-13
4.60000000e-01,-7.07976400e-13
4.80000000e-01,-6.26510800e-13
5.00000000e-01,-5.27503400e-13
5.20000000e-01,-3.95554700e-13
5.40000000e-01,-1.99832900e-13
5.60000000e-01,1.19518300e-13
5.80000000e-01,6.78524000e-13
6.00000000e-01,1.70428400e-12
6.20000000e-01,3.64627800e-12
6.40000000e-01,7.40227000e-12
6.60000000e-01,1.47791700e-11
6.80000000e-01,2.94353300e-11
7.00000000e-01,5.88118500e-11
7.20000000e-01,1.18088500e-10
7.40000000e-01,2.38248900e-10
7.60000000e-01,4.82303200e-10
7.80000000e-01,9.76924800e-10
8.00000000e-01,1.97003500e-09
8.20000000e-01,3.92050400e-09
8.40000000e-01,7.59090800e-09
8.60000000e-01,1.40265000e-08
