charge\_tot.csv Applied Voltage,charge\_tot.csv Total charge density
0.00000000e+00,4.64563300e+22
2.00000000e-02,4.55324400e+22
4.00000000e-02,4.53435500e+22
6.00000000e-02,4.51488400e+22
8.00000000e-02,4.49462300e+22
1.00000000e-01,4.47280700e+22
1.20000000e-01,4.44801800e+22
1.40000000e-01,4.41891100e+22
1.60000000e-01,4.38527100e+22
1.80000000e-01,4.34780800e+22
2.00000000e-01,4.30757300e+22
2.20000000e-01,4.26569100e+22
2.40000000e-01,4.22336200e+22
2.60000000e-01,4.18194300e+22
2.80000000e-01,4.14307900e+22
3.00000000e-01,4.10886100e+22
3.20000000e-01,4.08202300e+22
3.40000000e-01,4.06618700e+22
3.60000000e-01,4.06608400e+22
3.80000000e-01,4.08766800e+22
4.00000000e-01,4.13788400e+22
4.20000000e-01,4.22363800e+22
4.40000000e-01,4.34924800e+22
4.60000000e-01,4.51229700e+22
4.80000000e-01,4.70053100e+22
5.00000000e-01,4.89477700e+22
5.20000000e-01,5.07782300e+22
5.40000000e-01,5.24109500e+22
5.60000000e-01,5.38424800e+22
5.80000000e-01,5.51122100e+22
6.00000000e-01,5.62685200e+22
6.20000000e-01,5.73520100e+22
6.40000000e-01,5.83911600e+22
6.60000000e-01,5.94042700e+22
6.80000000e-01,6.04033800e+22
7.00000000e-01,6.13979100e+22
7.20000000e-01,6.23965800e+22
7.40000000e-01,6.34076100e+22
7.60000000e-01,6.44376900e+22
7.80000000e-01,6.54910800e+22
8.00000000e-01,6.65694900e+22
8.20000000e-01,6.76732500e+22
8.40000000e-01,6.87966900e+22
8.60000000e-01,6.99245600e+22
8.80000000e-01,7.10511500e+22
9.00000000e-01,7.21747800e+22
9.20000000e-01,7.32932000e+22
9.40000000e-01,7.44038200e+22
9.60000000e-01,7.55044100e+22
9.80000000e-01,7.65933400e+22
1.00000000e+00,7.76696200e+22
1.02000000e+00,7.87328500e+22
1.04000000e+00,7.97831000e+22
1.06000000e+00,8.08207400e+22
1.08000000e+00,8.18463600e+22
1.10000000e+00,8.28606800e+22
1.12000000e+00,8.38644700e+22
1.14000000e+00,8.48585700e+22
1.16000000e+00,8.58438200e+22
1.18000000e+00,8.68210700e+22
