jv.dat Applied Voltage,jv.dat Current density
0.00000000e+00,-1.84465400e+02
2.00000000e-02,-1.81900200e+02
4.00000000e-02,-1.79460900e+02
6.00000000e-02,-1.77029600e+02
8.00000000e-02,-1.74597100e+02
1.00000000e-01,-1.72156100e+02
1.20000000e-01,-1.69696400e+02
1.40000000e-01,-1.67205200e+02
1.60000000e-01,-1.64665000e+02
1.80000000e-01,-1.62052900e+02
2.00000000e-01,-1.59343600e+02
2.20000000e-01,-1.56511100e+02
2.40000000e-01,-1.53520100e+02
2.60000000e-01,-1.50316800e+02
2.80000000e-01,-1.46818300e+02
3.00000000e-01,-1.42895600e+02
3.20000000e-01,-1.38340900e+02
3.40000000e-01,-1.32808900e+02
3.60000000e-01,-1.25732800e+02
3.80000000e-01,-1.16242600e+02
4.00000000e-01,-1.03141800e+02
4.20000000e-01,-8.50556300e+01
4.40000000e-01,-6.08652500e+01
4.60000000e-01,-3.02518900e+01
4.80000000e-01,6.21909500e+00
5.00000000e-01,4.76071200e+01
5.20000000e-01,9.31372700e+01
5.40000000e-01,1.42370900e+02
5.60000000e-01,1.95053800e+02
5.80000000e-01,2.50849400e+02
6.00000000e-01,3.09120800e+02
6.20000000e-01,3.68870400e+02
6.40000000e-01,4.28876200e+02
6.60000000e-01,4.87979300e+02
6.80000000e-01,5.45380500e+02
7.00000000e-01,6.00787900e+02
7.20000000e-01,6.54362000e+02
7.40000000e-01,7.06530600e+02
7.60000000e-01,7.57800700e+02
7.80000000e-01,8.08634800e+02
8.00000000e-01,8.59400900e+02
8.20000000e-01,9.10370300e+02
8.40000000e-01,9.61734300e+02
8.60000000e-01,1.01362600e+03
8.80000000e-01,1.06613800e+03
9.00000000e-01,1.11933200e+03
9.20000000e-01,1.17325000e+03
9.40000000e-01,1.22791800e+03
9.60000000e-01,1.28335100e+03
9.80000000e-01,1.33955600e+03
1.00000000e+00,1.39653300e+03
1.02000000e+00,1.45427800e+03
1.04000000e+00,1.51278300e+03
1.06000000e+00,1.57203900e+03
1.08000000e+00,1.63203500e+03
1.10000000e+00,1.69275900e+03
1.12000000e+00,1.75419900e+03
1.14000000e+00,1.81634100e+03
1.16000000e+00,1.87917300e+03
1.18000000e+00,1.94268100e+03
