charge\_tot.csv Applied Voltage,charge\_tot.csv Total charge density
0.00000000e+00,4.84817700e+22
2.00000000e-02,4.81310400e+22
4.00000000e-02,4.78093700e+22
6.00000000e-02,4.74699700e+22
8.00000000e-02,4.71150500e+22
1.00000000e-01,4.67459000e+22
1.20000000e-01,4.63636300e+22
1.40000000e-01,4.59692300e+22
1.60000000e-01,4.55645300e+22
1.80000000e-01,4.51516500e+22
2.00000000e-01,4.47335300e+22
2.20000000e-01,4.43140500e+22
2.40000000e-01,4.38985700e+22
2.60000000e-01,4.34947800e+22
2.80000000e-01,4.31139500e+22
3.00000000e-01,4.27723500e+22
3.20000000e-01,4.24930800e+22
3.40000000e-01,4.23078300e+22
3.60000000e-01,4.22588100e+22
3.80000000e-01,4.24003400e+22
4.00000000e-01,4.27983800e+22
4.20000000e-01,4.35239900e+22
4.40000000e-01,4.46335000e+22
4.60000000e-01,4.61297700e+22
4.80000000e-01,4.79244400e+22
5.00000000e-01,4.98439700e+22
5.20000000e-01,5.17076200e+22
5.40000000e-01,5.34067000e+22
5.60000000e-01,5.49173400e+22
5.80000000e-01,5.62662300e+22
6.00000000e-01,5.74953400e+22
6.20000000e-01,5.86427500e+22
6.40000000e-01,5.97365200e+22
6.60000000e-01,6.07955800e+22
6.80000000e-01,6.18332200e+22
7.00000000e-01,6.28597500e+22
7.20000000e-01,6.38854700e+22
7.40000000e-01,6.49194000e+22
7.60000000e-01,6.59687800e+22
7.80000000e-01,6.70379600e+22
8.00000000e-01,6.81279900e+22
8.20000000e-01,6.92371300e+22
8.40000000e-01,7.03618000e+22
8.60000000e-01,7.14975700e+22
8.80000000e-01,7.26399900e+22
9.00000000e-01,7.37852600e+22
9.20000000e-01,7.49306300e+22
9.40000000e-01,7.60751900e+22
9.60000000e-01,7.72226700e+22
9.80000000e-01,7.84003600e+22
1.00000000e+00,7.98001700e+22
1.02000000e+00,8.09721700e+22
1.04000000e+00,8.20323800e+22
1.06000000e+00,8.30817000e+22
1.08000000e+00,8.41200000e+22
1.10000000e+00,8.51477600e+22
1.12000000e+00,8.61656200e+22
1.14000000e+00,8.71743000e+22
1.16000000e+00,8.81745900e+22
1.18000000e+00,8.91672900e+22
